Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.0.2-10.0.0.1-1802-80-6,10.0.0.2,1802,10.0.0.1,80,6,01/07/2024 07:28:03 PM,11362,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0253476500616,11362.0,0.0,11362.0,11362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,88.0126738250308,88.0126738250308,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.3-10.0.0.1-3036-80-6,10.0.0.3,3036,10.0.0.1,80,6,01/07/2024 07:28:30 PM,10243,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.25529629991212,10243.0,0.0,10243.0,10243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,97.62764814995606,97.62764814995606,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1478-80-6,10.0.0.2,1478,10.0.0.1,80,6,01/07/2024 07:27:58 PM,10753,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.99460615642147,10753.0,0.0,10753.0,10753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,92.99730307821073,92.99730307821073,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1963-80-6,10.0.0.2,1963,10.0.0.1,80,6,01/07/2024 07:28:06 PM,1139025,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7558877109808828,1139025.0,0.0,1139025.0,1139025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.8779438554904414,0.8779438554904414,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1541-80-6,10.0.0.2,1541,10.0.0.1,80,6,01/07/2024 07:27:59 PM,10125,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.53086419753086,10125.0,0.0,10125.0,10125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,98.76543209876543,98.76543209876543,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1787-80-6,10.0.0.2,1787,10.0.0.1,80,6,01/07/2024 07:28:03 PM,10425,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.84652278177458,10425.0,0.0,10425.0,10425.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,95.92326139088729,95.92326139088729,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1850-80-6,10.0.0.2,1850,10.0.0.1,80,6,01/07/2024 07:28:04 PM,10236,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.38882375928097,10236.0,0.0,10236.0,10236.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,97.69441187964048,97.69441187964048,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-2156-80-6,10.0.0.2,2156,10.0.0.1,80,6,01/07/2024 07:28:07 PM,93935,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.291318464895937,93935.0,0.0,93935.0,93935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.645659232447969,10.645659232447969,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1664-80-6,10.0.0.2,1664,10.0.0.1,80,6,01/07/2024 07:28:01 PM,10597,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.73266018684532,10597.0,0.0,10597.0,10597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,94.36633009342266,94.36633009342266,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1875-80-6,10.0.0.2,1875,10.0.0.1,80,6,01/07/2024 07:28:04 PM,10652,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.75816748028538,10652.0,0.0,10652.0,10652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,93.87908374014269,93.87908374014269,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1453-80-6,10.0.0.2,1453,10.0.0.1,80,6,01/07/2024 07:27:58 PM,10318,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.8360147315371,10318.0,0.0,10318.0,10318.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,96.91800736576855,96.91800736576855,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1503-80-6,10.0.0.2,1503,10.0.0.1,80,6,01/07/2024 07:27:58 PM,11397,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.48477669562166,11397.0,0.0,11397.0,11397.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,87.74238834781083,87.74238834781083,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-2043-80-6,10.0.0.2,2043,10.0.0.1,80,6,01/07/2024 07:28:06 PM,745672,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.682144428113165,745672.0,0.0,745672.0,745672.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.3410722140565825,1.3410722140565825,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1551-80-6,10.0.0.2,1551,10.0.0.1,80,6,01/07/2024 07:27:59 PM,10190,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.27085377821393,10190.0,0.0,10190.0,10190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,98.13542688910697,98.13542688910697,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1762-80-6,10.0.0.2,1762,10.0.0.1,80,6,01/07/2024 07:28:02 PM,10359,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0688290375519,10359.0,0.0,10359.0,10359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,96.53441451877595,96.53441451877595,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1973-80-6,10.0.0.2,1973,10.0.0.1,80,6,01/07/2024 07:28:06 PM,979393,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.042081166600129,979393.0,0.0,979393.0,979393.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.0210405833000644,1.0210405833000644,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.3-10.0.0.1-3064-80-6,10.0.0.3,3064,10.0.0.1,80,6,01/07/2024 07:28:44 PM,11268,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.49378771742988,11268.0,0.0,11268.0,11268.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,88.74689385871494,88.74689385871494,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1576-80-6,10.0.0.2,1576,10.0.0.1,80,6,01/07/2024 07:27:59 PM,10876,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.89113644722323,10876.0,0.0,10876.0,10876.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,91.94556822361162,91.94556822361162,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-2068-80-6,10.0.0.2,2068,10.0.0.1,80,6,01/07/2024 07:28:06 PM,592943,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3730054996854673,592943.0,0.0,592943.0,592943.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.6865027498427336,1.6865027498427336,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,01/07/2024 07:28:05 PM,1018169,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.9643104435511196,1018169.0,0.0,1018169.0,1018169.0,1018169.0,1018169.0,0.0,1018169.0,1018169.0,0,0,0,0,0,0,0,0,0,0,0,1.9643104435511196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1982-80-6,10.0.0.2,1982,10.0.0.1,80,6,01/07/2024 07:28:06 PM,867237,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3061746673631314,867237.0,0.0,867237.0,867237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.1530873336815657,1.1530873336815657,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1621-80-6,10.0.0.2,1621,10.0.0.1,80,6,01/07/2024 07:28:00 PM,11477,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.26156661148386,11477.0,0.0,11477.0,11477.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,87.13078330574193,87.13078330574193,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1818-80-6,10.0.0.2,1818,10.0.0.1,80,6,01/07/2024 07:28:03 PM,11758,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.09695526450076,11758.0,0.0,11758.0,11758.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,85.04847763225038,85.04847763225038,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.3-10.0.0.1-3107-80-6,10.0.0.3,3107,10.0.0.1,80,6,01/07/2024 07:29:07 PM,13819,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.7282726680657,13819.0,0.0,13819.0,13819.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,72.36413633403285,72.36413633403285,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1435-80-6,10.0.0.2,1435,10.0.0.1,80,6,01/07/2024 07:27:58 PM,10595,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.7682869277961,10595.0,0.0,10595.0,10595.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,94.38414346389806,94.38414346389806,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1796-80-6,10.0.0.2,1796,10.0.0.1,80,6,01/07/2024 07:28:03 PM,10347,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.29274185754323,10347.0,0.0,10347.0,10347.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,96.64637092877162,96.64637092877162,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1835-80-6,10.0.0.2,1835,10.0.0.1,80,6,01/07/2024 07:28:03 PM,10769,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.71826539140122,10769.0,0.0,10769.0,10769.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,92.85913269570061,92.85913269570061,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.3-10.0.0.1-3039-80-6,10.0.0.3,3039,10.0.0.1,80,6,01/07/2024 07:28:32 PM,10337,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.47973299796845,10337.0,0.0,10337.0,10337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,96.73986649898423,96.73986649898423,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.3-10.0.0.1-3085-80-6,10.0.0.3,3085,10.0.0.1,80,6,01/07/2024 07:28:55 PM,10660,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.6172607879925,10660.0,0.0,10660.0,10660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,93.80863039399625,93.80863039399625,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.3-10.0.0.1-3169-80-6,10.0.0.3,3169,10.0.0.1,80,6,01/07/2024 07:29:39 PM,10230,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.50342130987292,10230.0,0.0,10230.0,10230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,97.75171065493646,97.75171065493646,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1452-80-6,10.0.0.2,1452,10.0.0.1,80,6,01/07/2024 07:27:58 PM,10317,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.8548027527382,10317.0,0.0,10317.0,10317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,96.9274013763691,96.9274013763691,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1936-80-6,10.0.0.2,1936,10.0.0.1,80,6,01/07/2024 07:28:05 PM,13665,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.35931211123307,13665.0,0.0,13665.0,13665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,73.17965605561653,73.17965605561653,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1897-80-6,10.0.0.2,1897,10.0.0.1,80,6,01/07/2024 07:28:05 PM,10370,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.86403085824492,10370.0,0.0,10370.0,10370.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,96.43201542912246,96.43201542912246,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-2147-80-6,10.0.0.2,2147,10.0.0.1,80,6,01/07/2024 07:28:07 PM,151510,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.200448815259719,151510.0,0.0,151510.0,151510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.6002244076298595,6.6002244076298595,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1406-80-6,10.0.0.2,1406,10.0.0.1,80,6,01/07/2024 07:27:58 PM,10265,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.8368241597662,10265.0,0.0,10265.0,10265.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,97.4184120798831,97.4184120798831,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.3-10.0.0.1-3006-80-6,10.0.0.3,3006,10.0.0.1,80,6,01/07/2024 07:28:15 PM,10605,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.5902876001886,10605.0,0.0,10605.0,10605.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,94.2951438000943,94.2951438000943,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1767-80-6,10.0.0.2,1767,10.0.0.1,80,6,01/07/2024 07:28:02 PM,10363,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.99430666795328,10363.0,0.0,10363.0,10363.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,96.49715333397664,96.49715333397664,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.3-10.0.0.1-3011-80-6,10.0.0.3,3011,10.0.0.1,80,6,01/07/2024 07:28:18 PM,11416,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.19271198318148,11416.0,0.0,11416.0,11416.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,87.59635599159074,87.59635599159074,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1695-80-6,10.0.0.2,1695,10.0.0.1,80,6,01/07/2024 07:28:01 PM,10239,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.3315753491552,10239.0,0.0,10239.0,10239.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,97.6657876745776,97.6657876745776,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-2114-80-6,10.0.0.2,2114,10.0.0.1,80,6,01/07/2024 07:28:06 PM,399761,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.002989286098444,399761.0,0.0,399761.0,399761.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.501494643049222,2.501494643049222,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1953-80-6,10.0.0.2,1953,10.0.0.1,80,6,01/07/2024 07:28:05 PM,1167918,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7124489904256976,1167918.0,0.0,1167918.0,1167918.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.8562244952128488,0.8562244952128488,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-1553-80-6,10.0.0.2,1553,10.0.0.1,80,6,01/07/2024 07:27:59 PM,10191,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.25159454420566,10191.0,0.0,10191.0,10191.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,98.12579727210283,98.12579727210283,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-2096-80-6,10.0.0.2,2096,10.0.0.1,80,6,01/07/2024 07:28:06 PM,438658,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559360595270119,438658.0,0.0,438658.0,438658.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.2796802976350596,2.2796802976350596,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.3-10.0.0.1-3068-80-6,10.0.0.3,3068,10.0.0.1,80,6,01/07/2024 07:28:46 PM,10146,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.12201852946973,10146.0,0.0,10146.0,10146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,98.56100926473486,98.56100926473486,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
10.0.0.2-10.0.0.1-2029-80-6,10.0.0.2,2029,10.0.0.1,80,6,01/07/2024 07:28:06 PM,769094,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6004623622080003,769094.0,0.0,769094.0,769094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.3002311811040002,1.3002311811040002,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,512,0,0,20,0,0,0,0,0,0,0,0,No Label
